individualID,plotID,eventID,avg_height,n_stems
NEON.PLA.D14.JORN.01169,JORN_064,vst_JORN_2018,1,20
NEON.PLA.D14.JORN.01170,JORN_064,vst_JORN_2018,0.7,9
NEON.PLA.D14.JORN.01171,JORN_064,vst_JORN_2018,0.9,25
NEON.PLA.D14.JORN.01172,JORN_064,vst_JORN_2018,1.2,36
NEON.PLA.D14.JORN.01173,JORN_051,vst_JORN_2018,0.7,15
NEON.PLA.D14.JORN.01174,JORN_051,vst_JORN_2018,1.8,5
NEON.PLA.D14.JORN.01175,JORN_051,vst_JORN_2018,1.7,2
NEON.PLA.D14.JORN.01176,JORN_058,vst_JORN_2018,0.7,5
NEON.PLA.D14.JORN.01177,JORN_057,vst_JORN_2018,0.5,4
NEON.PLA.D14.JORN.01178,JORN_057,vst_JORN_2018,0.4,1
NEON.PLA.D14.JORN.01179,JORN_065,vst_JORN_2018,0.9,17
NEON.PLA.D14.JORN.01180,JORN_066,vst_JORN_2018,0.6,3
NEON.PLA.D14.JORN.01181,JORN_066,vst_JORN_2018,0.8,4
NEON.PLA.D14.JORN.01182,JORN_067,vst_JORN_2018,0.9,21
NEON.PLA.D14.JORN.01183,JORN_067,vst_JORN_2018,1.5,8
NEON.PLA.D14.JORN.01184,JORN_066,vst_JORN_2018,1.4,1
NEON.PLA.D14.JORN.01185,JORN_063,vst_JORN_2018,0.6,3
NEON.PLA.D14.JORN.01187,JORN_067,vst_JORN_2018,0.9,12
NEON.PLA.D14.JORN.01188,JORN_047,vst_JORN_2018,1.2,9
NEON.PLA.D14.JORN.01189,JORN_047,vst_JORN_2018,0.6,6
NEON.PLA.D14.JORN.01190,JORN_047,vst_JORN_2018,1.1,39
NEON.PLA.D14.JORN.01191,JORN_047,vst_JORN_2018,1,12
NEON.PLA.D14.JORN.01192,JORN_044,vst_JORN_2018,1,12
NEON.PLA.D14.JORN.01193,JORN_069,vst_JORN_2018,1.7,3
NEON.PLA.D14.JORN.01194,JORN_044,vst_JORN_2018,1,28
NEON.PLA.D14.JORN.01195,JORN_069,vst_JORN_2018,0.7,3
NEON.PLA.D14.JORN.01196,JORN_066,vst_JORN_2018,0.7,3
NEON.PLA.D14.JORN.01197,JORN_060,vst_JORN_2018,1.7,6
NEON.PLA.D14.JORN.01198,JORN_062,vst_JORN_2018,2.1,4
NEON.PLA.D14.JORN.01199,JORN_060,vst_JORN_2018,1.1,22
NEON.PLA.D14.JORN.01200,JORN_066,vst_JORN_2018,0.6,5
NEON.PLA.D14.JORN.01501,JORN_042,vst_JORN_2018,1.1,13
NEON.PLA.D14.JORN.01502,JORN_050,vst_JORN_2018,2,3
NEON.PLA.D14.JORN.01503,JORN_050,vst_JORN_2018,0.7,1
NEON.PLA.D14.JORN.01504,JORN_050,vst_JORN_2018,1.1,17
NEON.PLA.D14.JORN.01505,JORN_050,vst_JORN_2018,0.6,5
NEON.PLA.D14.JORN.01506,JORN_050,vst_JORN_2018,0.9,2
NEON.PLA.D14.JORN.01507,JORN_054,vst_JORN_2018,1.1,2
NEON.PLA.D14.JORN.01508,JORN_054,vst_JORN_2018,1.3,27
NEON.PLA.D14.JORN.01509,JORN_054,vst_JORN_2018,0.6,4
NEON.PLA.D14.JORN.01510,JORN_054,vst_JORN_2018,0.8,16
NEON.PLA.D14.JORN.01512,JORN_048,vst_JORN_2018,1.4,29
NEON.PLA.D14.JORN.01513,JORN_048,vst_JORN_2018,0.7,2
NEON.PLA.D14.JORN.01514,JORN_056,vst_JORN_2018,0.9,18
NEON.PLA.D14.JORN.01515,JORN_056,vst_JORN_2018,1.2,1
NEON.PLA.D14.JORN.01516,JORN_056,vst_JORN_2018,2.2,8
NEON.PLA.D14.JORN.01517,JORN_056,vst_JORN_2018,2,4
NEON.PLA.D14.JORN.01518,JORN_052,vst_JORN_2018,0.7,13
NEON.PLA.D14.JORN.01519,JORN_052,vst_JORN_2018,0.8,19
NEON.PLA.D14.JORN.01520,JORN_049,vst_JORN_2018,0.9,24
NEON.PLA.D14.JORN.01521,JORN_053,vst_JORN_2018,1.1,27
NEON.PLA.D14.JORN.01522,JORN_053,vst_JORN_2018,0.7,5
NEON.PLA.D14.JORN.01523,JORN_049,vst_JORN_2018,0.9,31
NEON.PLA.D14.JORN.01524,JORN_046,vst_JORN_2018,1.3,42
NEON.PLA.D14.JORN.01525,JORN_046,vst_JORN_2018,1,37
NEON.PLA.D14.JORN.01526,JORN_059,vst_JORN_2018,1.7,2
NEON.PLA.D14.JORN.01527,JORN_059,vst_JORN_2018,0.9,15
NEON.PLA.D14.JORN.01528,JORN_059,vst_JORN_2018,0.8,8
NEON.PLA.D14.JORN.01529,JORN_059,vst_JORN_2018,0.7,9
NEON.PLA.D14.JORN.01530,JORN_059,vst_JORN_2018,1.1,18
NEON.PLA.D14.JORN.01531,JORN_059,vst_JORN_2018,2.1,2
NEON.PLA.D14.JORN.01532,JORN_071,vst_JORN_2018,1.5,2
NEON.PLA.D14.JORN.01533,JORN_071,vst_JORN_2018,0.7,3
NEON.PLA.D14.JORN.01534,JORN_071,vst_JORN_2018,0.7,2
NEON.PLA.D14.JORN.01535,JORN_071,vst_JORN_2018,0.6,7
NEON.PLA.D14.JORN.01536,JORN_071,vst_JORN_2018,0.9,26
NEON.PLA.D14.JORN.01537,JORN_070,vst_JORN_2018,1,9
NEON.PLA.D14.JORN.01538,JORN_070,vst_JORN_2018,0.8,11
NEON.PLA.D14.JORN.01539,JORN_043,vst_JORN_2018,0.5,5
NEON.PLA.D14.JORN.01540,JORN_043,vst_JORN_2018,0.7,10
NEON.PLA.D14.JORN.01541,JORN_045,vst_JORN_2018,1.1,25
NEON.PLA.D14.JORN.01542,JORN_045,vst_JORN_2018,0.9,9
NEON.PLA.D14.JORN.01543,JORN_055,vst_JORN_2018,1,14
NEON.PLA.D14.JORN.01544,JORN_055,vst_JORN_2018,1.3,34
NEON.PLA.D14.JORN.01545,JORN_055,vst_JORN_2018,1,15
NEON.PLA.D14.JORN.01546,JORN_055,vst_JORN_2018,1,9
NEON.PLA.D14.JORN.01600,JORN_042,vst_JORN_2018,NA,1
NEON.PLA.D14.JORN.02594,JORN_008,vst_JORN_2018,1.5,1
NEON.PLA.D14.JORN.02598,JORN_004,vst_JORN_2018,1,23
NEON.PLA.D14.JORN.02599,JORN_004,vst_JORN_2018,0.7,10
NEON.PLA.D14.JORN.02600,JORN_004,vst_JORN_2018,0.8,32
NEON.PLA.D14.JORN.02681,JORN_001,vst_JORN_2018,1.1,11
NEON.PLA.D14.JORN.02682,JORN_001,vst_JORN_2018,1.5,7
NEON.PLA.D14.JORN.02688,JORN_009,vst_JORN_2018,1.1,31
NEON.PLA.D14.JORN.02689,JORN_010,vst_JORN_2018,0.6,15
NEON.PLA.D14.JORN.02690,JORN_010,vst_JORN_2018,0.5,13
NEON.PLA.D14.JORN.02691,JORN_010,vst_JORN_2018,0.6,11
NEON.PLA.D14.JORN.02693,JORN_003,vst_JORN_2018,1,10
NEON.PLA.D14.JORN.02694,JORN_003,vst_JORN_2018,1,7
NEON.PLA.D14.JORN.02695,JORN_006,vst_JORN_2018,0.9,14
NEON.PLA.D14.JORN.02697,JORN_006,vst_JORN_2018,0.7,2
NEON.PLA.D14.JORN.02699,JORN_007,vst_JORN_2018,1.6,3
NEON.PLA.D14.JORN.02717,JORN_009,vst_JORN_2018,0.6,1
NEON.PLA.D14.JORN.02718,JORN_009,vst_JORN_2018,0.9,9
NEON.PLA.D14.JORN.02719,JORN_009,vst_JORN_2018,1.4,1
NEON.PLA.D14.JORN.02720,JORN_009,vst_JORN_2018,0.8,20
NEON.PLA.D14.JORN.02721,JORN_009,vst_JORN_2018,0.9,43
NEON.PLA.D14.JORN.02722,JORN_009,vst_JORN_2018,0.8,13
NEON.PLA.D14.JORN.02723,JORN_014,vst_JORN_2018,0.9,3
NEON.PLA.D14.JORN.02724,JORN_014,vst_JORN_2018,0.7,4
NEON.PLA.D14.JORN.02725,JORN_014,vst_JORN_2018,1.4,5
NEON.PLA.D14.JORN.02726,JORN_014,vst_JORN_2018,1.5,36
NEON.PLA.D14.JORN.02727,JORN_014,vst_JORN_2018,0.6,15
NEON.PLA.D14.JORN.02728,JORN_014,vst_JORN_2018,0.5,4
NEON.PLA.D14.JORN.02729,JORN_014,vst_JORN_2018,1.1,25
NEON.PLA.D14.JORN.02730,JORN_014,vst_JORN_2018,1.5,11
NEON.PLA.D14.JORN.02731,JORN_006,vst_JORN_2018,0.7,23
NEON.PLA.D14.JORN.02732,JORN_006,vst_JORN_2018,0.7,22
NEON.PLA.D14.JORN.02733,JORN_006,vst_JORN_2018,0.8,14
NEON.PLA.D14.JORN.02734,JORN_006,vst_JORN_2018,0.6,10
NEON.PLA.D14.JORN.02735,JORN_006,vst_JORN_2018,0.7,18
NEON.PLA.D14.JORN.02736,JORN_006,vst_JORN_2018,0.6,3
NEON.PLA.D14.JORN.02737,JORN_006,vst_JORN_2018,0.4,2
NEON.PLA.D14.JORN.02738,JORN_016,vst_JORN_2018,1.4,3
NEON.PLA.D14.JORN.02739,JORN_016,vst_JORN_2018,1.2,2
NEON.PLA.D14.JORN.02740,JORN_016,vst_JORN_2018,1.5,2
NEON.PLA.D14.JORN.02741,JORN_016,vst_JORN_2018,0.8,2
NEON.PLA.D14.JORN.02742,JORN_016,vst_JORN_2018,0.7,1
NEON.PLA.D14.JORN.02743,JORN_016,vst_JORN_2018,0.9,1
NEON.PLA.D14.JORN.02744,JORN_016,vst_JORN_2018,0.8,1
NEON.PLA.D14.JORN.02745,JORN_016,vst_JORN_2018,0.6,3
NEON.PLA.D14.JORN.02746,JORN_016,vst_JORN_2018,0.9,35
NEON.PLA.D14.JORN.02747,JORN_008,vst_JORN_2018,1.8,4
NEON.PLA.D14.JORN.02748,JORN_008,vst_JORN_2018,0.7,21
NEON.PLA.D14.JORN.02749,JORN_008,vst_JORN_2018,0.7,2
NEON.PLA.D14.JORN.02750,JORN_008,vst_JORN_2018,0.5,11
NEON.PLA.D14.JORN.02751,JORN_008,vst_JORN_2018,1.9,1
NEON.PLA.D14.JORN.02752,JORN_004,vst_JORN_2018,0.5,7
NEON.PLA.D14.JORN.02753,JORN_004,vst_JORN_2018,0.8,11
NEON.PLA.D14.JORN.02754,JORN_004,vst_JORN_2018,0.7,14
NEON.PLA.D14.JORN.02755,JORN_004,vst_JORN_2018,0.8,9
NEON.PLA.D14.JORN.02756,JORN_004,vst_JORN_2018,0.7,11
NEON.PLA.D14.JORN.02757,JORN_004,vst_JORN_2018,0.6,8
NEON.PLA.D14.JORN.02758,JORN_004,vst_JORN_2018,0.6,7
NEON.PLA.D14.JORN.02760,JORN_004,vst_JORN_2018,0.8,11
NEON.PLA.D14.JORN.02761,JORN_004,vst_JORN_2018,0.7,14
NEON.PLA.D14.JORN.02762,JORN_004,vst_JORN_2018,0.7,3
NEON.PLA.D14.JORN.02763,JORN_004,vst_JORN_2018,0.5,6
NEON.PLA.D14.JORN.02764,JORN_004,vst_JORN_2018,0.6,3
NEON.PLA.D14.JORN.02765,JORN_004,vst_JORN_2018,0.6,2
NEON.PLA.D14.JORN.02766,JORN_004,vst_JORN_2018,0.6,1
NEON.PLA.D14.JORN.02767,JORN_004,vst_JORN_2018,0.7,19
NEON.PLA.D14.JORN.02768,JORN_004,vst_JORN_2018,0.6,3
NEON.PLA.D14.JORN.02769,JORN_004,vst_JORN_2018,0.7,2
NEON.PLA.D14.JORN.02770,JORN_004,vst_JORN_2018,0.4,2
NEON.PLA.D14.JORN.02771,JORN_004,vst_JORN_2018,0.7,6
NEON.PLA.D14.JORN.02773,JORN_015,vst_JORN_2018,1,40
NEON.PLA.D14.JORN.02774,JORN_015,vst_JORN_2018,0.7,1
NEON.PLA.D14.JORN.02775,JORN_015,vst_JORN_2018,0.7,18
NEON.PLA.D14.JORN.02776,JORN_015,vst_JORN_2018,0.5,1
NEON.PLA.D14.JORN.02777,JORN_015,vst_JORN_2018,1.1,6
NEON.PLA.D14.JORN.02778,JORN_015,vst_JORN_2018,0.4,3
NEON.PLA.D14.JORN.02779,JORN_015,vst_JORN_2018,0.8,5
NEON.PLA.D14.JORN.02780,JORN_015,vst_JORN_2018,0.7,2
NEON.PLA.D14.JORN.02781,JORN_015,vst_JORN_2018,1,26
NEON.PLA.D14.JORN.02782,JORN_002,vst_JORN_2018,0.7,1
NEON.PLA.D14.JORN.02783,JORN_002,vst_JORN_2018,0.5,5
NEON.PLA.D14.JORN.02784,JORN_002,vst_JORN_2018,0.8,45
NEON.PLA.D14.JORN.02785,JORN_061,vst_JORN_2018,1.2,39
NEON.PLA.D14.JORN.02786,JORN_046,vst_JORN_2018,0.7,10
NEON.PLA.D14.JORN.02787,JORN_060,vst_JORN_2018,1.5,12
NEON.PLA.D14.JORN.02788,JORN_058,vst_JORN_2018,1.1,26
NEON.PLA.D14.JORN.02789,JORN_068,vst_JORN_2018,0.7,29
NEON.PLA.D14.JORN.02790,JORN_068,vst_JORN_2018,0.9,38
NEON.PLA.D14.JORN.02791,JORN_065,vst_JORN_2018,0.8,13
NEON.PLA.D14.JORN.02792,JORN_002,vst_JORN_2018,0.7,33
NEON.PLA.D14.JORN.02793,JORN_002,vst_JORN_2018,0.7,7
NEON.PLA.D14.JORN.02794,JORN_002,vst_JORN_2018,0.8,3
NEON.PLA.D14.JORN.02796,JORN_051,vst_JORN_2018,0.9,18
NEON.PLA.D14.JORN.02797,JORN_051,vst_JORN_2018,1,27
NEON.PLA.D14.JORN.02798,JORN_051,vst_JORN_2018,1.2,25
NEON.PLA.D14.JORN.02799,JORN_051,vst_JORN_2018,1,27
NEON.PLA.D14.JORN.02800,JORN_051,vst_JORN_2018,1.5,28
NEON.PLA.D14.JORN.02901,JORN_001,vst_JORN_2018,1.1,2
NEON.PLA.D14.JORN.02902,JORN_001,vst_JORN_2018,1.1,2
NEON.PLA.D14.JORN.02903,JORN_001,vst_JORN_2018,1.2,5
NEON.PLA.D14.JORN.02904,JORN_001,vst_JORN_2018,0.9,1
NEON.PLA.D14.JORN.02905,JORN_001,vst_JORN_2018,1.4,5
NEON.PLA.D14.JORN.02906,JORN_001,vst_JORN_2018,1,1
NEON.PLA.D14.JORN.02907,JORN_001,vst_JORN_2018,1,5
NEON.PLA.D14.JORN.02908,JORN_001,vst_JORN_2018,1.1,1
NEON.PLA.D14.JORN.02909,JORN_001,vst_JORN_2018,0.7,1
NEON.PLA.D14.JORN.02910,JORN_001,vst_JORN_2018,0.9,2
NEON.PLA.D14.JORN.02911,JORN_001,vst_JORN_2018,1.3,2
NEON.PLA.D14.JORN.02912,JORN_001,vst_JORN_2018,1.4,2
NEON.PLA.D14.JORN.02913,JORN_001,vst_JORN_2018,1.4,3
NEON.PLA.D14.JORN.02914,JORN_001,vst_JORN_2018,0.9,2
NEON.PLA.D14.JORN.02915,JORN_001,vst_JORN_2018,1.1,7
NEON.PLA.D14.JORN.02916,JORN_001,vst_JORN_2018,1,2
NEON.PLA.D14.JORN.02917,JORN_001,vst_JORN_2018,1.2,5
NEON.PLA.D14.JORN.02918,JORN_001,vst_JORN_2018,0.9,1
NEON.PLA.D14.JORN.02919,JORN_001,vst_JORN_2018,0.5,22
NEON.PLA.D14.JORN.02920,JORN_001,vst_JORN_2018,0.6,1
NEON.PLA.D14.JORN.02921,JORN_001,vst_JORN_2018,1,1
NEON.PLA.D14.JORN.02922,JORN_001,vst_JORN_2018,0.6,15
NEON.PLA.D14.JORN.02923,JORN_001,vst_JORN_2018,1.2,1
NEON.PLA.D14.JORN.02924,JORN_012,vst_JORN_2018,0.5,1
NEON.PLA.D14.JORN.02925,JORN_012,vst_JORN_2018,1.2,2
NEON.PLA.D14.JORN.02926,JORN_012,vst_JORN_2018,1.1,31
NEON.PLA.D14.JORN.02927,JORN_012,vst_JORN_2018,1,74
NEON.PLA.D14.JORN.02928,JORN_012,vst_JORN_2018,0.9,17
NEON.PLA.D14.JORN.02929,JORN_018,vst_JORN_2018,0.6,4
NEON.PLA.D14.JORN.02930,JORN_018,vst_JORN_2018,0.6,12
NEON.PLA.D14.JORN.02931,JORN_018,vst_JORN_2018,1,27
NEON.PLA.D14.JORN.02932,JORN_018,vst_JORN_2018,0.7,7
NEON.PLA.D14.JORN.02933,JORN_018,vst_JORN_2018,0.6,1
NEON.PLA.D14.JORN.02934,JORN_018,vst_JORN_2018,1.2,29
NEON.PLA.D14.JORN.02935,JORN_018,vst_JORN_2018,0.8,10
NEON.PLA.D14.JORN.02936,JORN_018,vst_JORN_2018,0.9,29
NEON.PLA.D14.JORN.02937,JORN_018,vst_JORN_2018,0.8,34
NEON.PLA.D14.JORN.02938,JORN_018,vst_JORN_2018,1,27
NEON.PLA.D14.JORN.02939,JORN_018,vst_JORN_2018,0.7,20
NEON.PLA.D14.JORN.02940,JORN_018,vst_JORN_2018,0.4,1
NEON.PLA.D14.JORN.02941,JORN_018,vst_JORN_2018,0.8,35
NEON.PLA.D14.JORN.02942,JORN_018,vst_JORN_2018,0.6,12
NEON.PLA.D14.JORN.02943,JORN_018,vst_JORN_2018,1,31
NEON.PLA.D14.JORN.02944,JORN_018,vst_JORN_2018,0.9,14
NEON.PLA.D14.JORN.02945,JORN_018,vst_JORN_2018,1,15
NEON.PLA.D14.JORN.02946,JORN_010,vst_JORN_2018,0.7,8
NEON.PLA.D14.JORN.02947,JORN_010,vst_JORN_2018,0.7,20
NEON.PLA.D14.JORN.02948,JORN_010,vst_JORN_2018,0.7,12
NEON.PLA.D14.JORN.02949,JORN_010,vst_JORN_2018,0.7,14
NEON.PLA.D14.JORN.02950,JORN_010,vst_JORN_2018,0.7,17
NEON.PLA.D14.JORN.02951,JORN_010,vst_JORN_2018,0.5,2
NEON.PLA.D14.JORN.02952,JORN_010,vst_JORN_2018,0.6,10
NEON.PLA.D14.JORN.02953,JORN_010,vst_JORN_2018,0.4,1
NEON.PLA.D14.JORN.02954,JORN_010,vst_JORN_2018,0.7,15
NEON.PLA.D14.JORN.02955,JORN_010,vst_JORN_2018,1.1,67
NEON.PLA.D14.JORN.02956,JORN_010,vst_JORN_2018,0.6,2
NEON.PLA.D14.JORN.02957,JORN_010,vst_JORN_2018,0.5,2
NEON.PLA.D14.JORN.02958,JORN_010,vst_JORN_2018,0.6,7
NEON.PLA.D14.JORN.02959,JORN_010,vst_JORN_2018,0.6,2
NEON.PLA.D14.JORN.02960,JORN_010,vst_JORN_2018,0.7,10
NEON.PLA.D14.JORN.02961,JORN_003,vst_JORN_2018,0.7,2
NEON.PLA.D14.JORN.02962,JORN_003,vst_JORN_2018,0.7,2
NEON.PLA.D14.JORN.02963,JORN_003,vst_JORN_2018,0.8,20
NEON.PLA.D14.JORN.02964,JORN_005,vst_JORN_2018,1,12
NEON.PLA.D14.JORN.02965,JORN_005,vst_JORN_2018,0.8,4
NEON.PLA.D14.JORN.02966,JORN_005,vst_JORN_2018,1.1,11
NEON.PLA.D14.JORN.02967,JORN_005,vst_JORN_2018,0.8,4
NEON.PLA.D14.JORN.02968,JORN_005,vst_JORN_2018,0.6,1
NEON.PLA.D14.JORN.02969,JORN_005,vst_JORN_2018,0.9,49
NEON.PLA.D14.JORN.02970,JORN_005,vst_JORN_2018,0.4,1
NEON.PLA.D14.JORN.02971,JORN_005,vst_JORN_2018,0.8,17
NEON.PLA.D14.JORN.02972,JORN_005,vst_JORN_2018,0.8,1
NEON.PLA.D14.JORN.02973,JORN_007,vst_JORN_2018,0.6,3
NEON.PLA.D14.JORN.02974,JORN_007,vst_JORN_2018,0.9,3
NEON.PLA.D14.JORN.02975,JORN_007,vst_JORN_2018,0.9,8
NEON.PLA.D14.JORN.02976,JORN_007,vst_JORN_2018,0.6,5
NEON.PLA.D14.JORN.02977,JORN_011,vst_JORN_2018,1.7,9
NEON.PLA.D14.JORN.02978,JORN_007,vst_JORN_2018,0.8,2
NEON.PLA.D14.JORN.02979,JORN_011,vst_JORN_2018,0.6,1
NEON.PLA.D14.JORN.02980,JORN_011,vst_JORN_2018,0.5,2
NEON.PLA.D14.JORN.02981,JORN_011,vst_JORN_2018,1.8,2
NEON.PLA.D14.JORN.02982,JORN_011,vst_JORN_2018,1.4,5
NEON.PLA.D14.JORN.02983,JORN_011,vst_JORN_2018,0.9,3
NEON.PLA.D14.JORN.02984,JORN_011,vst_JORN_2018,0.4,1
NEON.PLA.D14.JORN.02986,JORN_020,vst_JORN_2018,0.6,3
NEON.PLA.D14.JORN.02987,JORN_020,vst_JORN_2018,0.5,3
NEON.PLA.D14.JORN.02988,JORN_052,vst_JORN_2018,1.3,28
NEON.PLA.D14.JORN.02989,JORN_048,vst_JORN_2018,0.8,15
NEON.PLA.D14.JORN.02992,JORN_056,vst_JORN_2018,0.7,21
NEON.PLA.D14.JORN.02994,JORN_049,vst_JORN_2018,1,34
NEON.PLA.D14.JORN.02995,JORN_057,vst_JORN_2018,1.9,13
NEON.PLA.D14.JORN.02996,JORN_066,vst_JORN_2018,0.9,1
NEON.PLA.D14.JORN.02997,JORN_066,vst_JORN_2018,0.6,2
NEON.PLA.D14.JORN.02998,JORN_066,vst_JORN_2018,0.7,1
NEON.PLA.D14.JORN.02999,JORN_044,vst_JORN_2018,1.2,19
NEON.PLA.D14.JORN.03000,JORN_069,vst_JORN_2018,1.8,5
